Login,Malayalam,Ward No.,Ward Name,Elected Members,Role,Party,Reservation
,,8.0,PONJANAM EAST,THILAKAN K B,Vice President,CPI(M),General
,,9.0,ILLIKKAD,PREMAVALLEY RAGHAVAN,Member,CPI(M),Woman
,,10.0,PONJANAM SOUTH,LATHA T V,Member,CPI(M),SC Woman
,,11.0,KATTOOR,HYDROS A S,Member,INC,General
,,12.0,THEKKUMOOLA,ANNIE ANTONY,Member,INC,Woman
,,13.0,KATTOOR BAZAR,BEENA REGHU,Member,CPI(M),Woman
,,14.0,NEDUMPURA,KOMALAVALLY P C,Member,INDEPENDENT,Woman
,,1.0,CHOOTHUPARA,ABBAS V A,Member,CPI(M),General
,,2.0,APPADU,BETTY,Member,CPI(M),Woman
,,3.0,MYLAMBADI,RAMANKUTTY K K,Member,CPI(M),General
,,4.0,C.C,LATHA SASI,Vice President,CPI(M),Woman
,,5.0,AVAYAL,ANITHA K A,Member,CPI(M),Woman
,,6.0,KOLAGAPPARA,SINDHU RAJAN,Member,CPI(M),ST Woman
,,7.0,RATTAKUNDU,SHEEBA T K,Member,CPI(M),ST Woman
,,8.0,KRISHNAGIRI,T P SHIJU,Member,INC,General
,,9.0,CHEERAMKUNNU,BABY VARGHESE,Member,INC,General
,,10.0,VATTATHUVAYAL,MINI JOHNSON,Member,IUML,Woman
,,11.0,KAKKAVAYAL,NUSRATH K P,Member,IUML,Woman
,,12.0,KOLAMPATTA,ASSAINAR,President,CPI(M),General
,,13.0,MEENANGADI,RAJESWARI K,Member,CPI(M),Woman
,,14.0,PURAKKADI,MADHAVAN,Member,INDEPENDENT,ST
,,15.0,VENGOOR,MINI SAJU,Member,INC,Woman
,,16.0,PANNIMUNDA,V A SUREESH,Member,INC,SC
,,17.0,KAPPIKUNNU,K K POULOSE,Member,INC,General
,,18.0,PALAKKAMOOLA,SHIJU K P,Member,CPI(M),ST
,,19.0,MANIVAYAL,PUSHAPA SIVARAMAN,Member,INC,Woman
,,1.0,SAMARA BHOOMI,LEELAMMA PETER,Member,INDEPENDENT,Woman
,,2.0,POLI TECHNIQUE,SUDHARAMA M,Vice President,CPI(M),General
,,3.0,ARAVUKADU,GEETHA BABU,Member,CPI(M),Woman
,,4.0,ERE THODU,UNNIKRISHNAN,Member,INDEPENDENT,General
,,5.0,KARIMBA VALAVU,LATHIKA V,Member,CPI(M),Woman
,,6.0,KARUTHAMADOM,SULABHA S,Member,CPI(M),Woman
,,7.0,VETTIKKARI,SUDHA MANI,Member,INC,Woman
,,8.0,POTHASSERY,SASIKUMAR C,Member,INC,General
,,9.0,J B SCHOOL,SHEEJA M,Member,CPI,Woman
,,10.0,POWER HOUSE,ALEEMAKUNJU A,Member,INC,Woman
,,11.0,PANCHAYAT OFFICE,JAYACHANDRAN S,Member,CPI(M),General
,,12.0,S M C,SALIMON,Member,CPI(M),SC
,,13.0,RAILWAY STATION,NASEER A,Member,CPI(M),General
,,14.0,FISHLANDING CENTRE,KRISHNAPRIYA P,Member,INC,Woman
,,15.0,ANJILI PARAMBU,LAILA C,Member,INC,Woman
,,16.0,VINJANAPRADAYINI VAYANSALA,ANTONY P.P,President,CPI(M),General
,,17.0,C.Y.M.A,FRANCIS K.A,Member,BJP,General
,,1.0,BEKAL,RAJENDRA PRASAD K N,Member,INL,SC
,,2.0,HADDAD NAGAR,AHAMMED BASHEER,Member,INL,General
,,3.0,MOVVAL,MAVVAL AHAMMED,Member,INL,General
,,4.0,AMBANGAD,SREEJA P,Member,INDEPENDENT,Woman
,,5.0,THACHANGAD,AJAYA KUMAR K,Member,CPI(M),General
,,6.0,PANAYAL,P PADMINI,Member,CPI(M),Woman
,,7.0,PERUMTHATTA,KUNHIRAMAN K,President,CPI(M),General
,,8.0,KARICHERI,T APPAKUNHI MASTER,Member,CPI(M),General
,,9.0,BANGAD,GANGA K,Member,CPI(M),Woman
,,10.0,KUNNUCHI,SUMATHI K,Member,CPI(M),Woman
,,11.0,VELUTHOLI,KAIRALI B,Member,CPI(M),Woman
,,12.0,ALAKKODE,T NARAYANAN,Member,CPI(M),General
,,13.0,PAKKAM,GANGA P,Member,CPI(M),Woman
,,14.0,KOOTTAKANI,M JAYAKRISHNAN,Member,CPI(M),General
,,15.0,KEEKAN,MADHAVI P K,Vice President,CPI(M),Woman
,,16.0,CHETTUKUNDU,K E A BACKER,Member,IUML,General
,,17.0,POOCHAKKAD,FATHIMA MOOSA,Member,IUML,Woman
,,18.0,KALLINGAL,SIDDEEQUE PALLIPUZHA,Member,IUML,General
,,19.0,PALLIPUZHA,AYSHA HAMEED,Member,IUML,Woman
,,20.0,KARUVAKKODE,OMANA M,Member,CPI(M),Woman
,,21.0,PALLIKKARA,SHEEBA K C K,Member,CPI(M),Woman
,,22.0,KOTTAKKUNNU,M U ABDUL RAHIMAN,Member,IUML,General
,,1.0,WEST KAITHARAM,PARTHASARATHY A.K.,Member,INC,SC
,,2.0,EAST KAITHARAM,LISSI RAPHAEL,Vice President,INC,General
,,3.0,KIZHAKKEPRAM,MAJUMOL T.A.,Member,CPI,Woman
,,4.0,KUTTANTHURUTH,MINI SAJEEVAN,Member,CPI(M),Woman
,,5.0,MANNAM,SREEDEVI PRADEEP,Member,INDEPENDENT,Woman
,,6.0,DR.AMBEDKAR,SHERINA ABDULKARIM,Member,IUML,General
,,7.0,THATHAPPILLY,AISHA SATHYAN,Member,CPI,Woman
,,8.0,SOUTH THATHAPPILLY,SATHEEDEVI HARIDAS,Member,CPI(M),Woman
,,9.0,EAST VALLUVALLY,PHILOMINA SEBASTIAN,Member,CPI(M),General
,,10.0,KOCHAL,K.V. ANTONY,Member,INC,General
,,11.0,KOONAMMAVU,SEBASTIAN JIBU,Member,INC,General
,,12.0,WEST KOONAMMAVU,K.A. AUGUSTINE,President,INC,General
,,13.0,KOTTUVALLIKKAVU,JALAJA SHAJI,Member,INC,SC Woman
,,14.0,WEST VALLUVALLY,M.A. JOHNSON,Member,INC,General
,,15.0,PANCHAYATH,LATHA MOHANAN,Member,INC,Woman
,,16.0,EAST CHERIYAPPILLY,RANJINI SABU,Member,CPI(M),SC Woman
,,17.0,EAST KOTTUVALLY,PREETHY NELSON,Member,INC,Woman
,,18.0,SOUTH KOTTUVALLY,A.V. PADMAN,Member,CPI(M),General
,,19.0,THRIKKAPURAM,P.T. JAGADAMBIKA,Member,INC,Woman
,,20.0,KAITHARAM,USHADEVI P.P.,Member,INC,Woman
,,21.0,SOUTH KAITHARAM,SHAJI K.S.,Member,CPI(M),General
,,22.0,CHERIYAPPILLY,P.C. BABU,Member,INC,General
,,1.0,PALAPOTTA,T SIVADASAN,Member,CPI(M),General
,,2.0,ANIKKODE,KUNJAPPAN R,Member,INC,SC
,,3.0,THACHANGAD,SUMATHI A,President,CPI(M),SC Woman
,,4.0,VEESWALAM,ANANDHAKRISHNAN P,Member,INC,General
,,5.0,AMBAD,GEETHA M. R.,Member,INC,Woman
,,6.0,POLLAPADAM,K DEVI,Member,CPI(M),Woman
,,7.0,PALLANCHATHANUR,P V BIJU,Member,CPI(M),General
,,8.0,MANNAM,SHAJI K,Member,CPI(M),SC
,,9.0,KIZHAKKETHARA,MINIMOL V,Member,CPI(M),Woman
,,10.0,CHUNGAMANNAM,PRAVITHA P,Member,INC,Woman
,,11.0,THANNIRANGAD,RADHIKA V,Member,CPI(M),Woman
,,12.0,CHATHANKAVU,RADHAKRISHNAN K,Member,CPI(M),General
,,13.0,ERIYANKADU,KUMARI K,Member,CPI(M),Woman
,,14.0,CHENGANIYURKAVU,P V ABDULKADHER,Member,INC,General
,,15.0,BANGLAVU SCHOOL,S MADHAVI,Member,INC,SC Woman
,,16.0,MANNAMPULLY,P V MOHANDAS,Vice President,CPI(M),General
,,1.0,NADAVAYAL,ANNAKUTTY JOSE,Member,KC(M),Woman
,,2.0,KELAMANGALAM,A D PARTHAN,Member,CPI(M),General
,,3.0,MANALVAYAL,K G SHINSON,Member,INC,General
,,4.0,IRULAM,JAYANTHI RAJAN,Member,IUML,Woman
,,5.0,CHEEYAMBAM,APPI BOLAN,Member,INC,ST
,,6.0,CHUNDAKKOLLI,MANI.O.K,Member,CPI(M),SC
,,7.0,ANGADISSERY,DEVI VINOD,Member,INC,ST Woman
,,8.0,THOOTHALERI,A V JAYAN,Member,CPI(M),General
,,9.0,PAPPLASSERY,K N REMASAN,Member,INC,General
,,10.0,GANDHINAGAR,K M SIBI,Member,INC,General
,,11.0,MOODAKKOLLI,VALSALA VIJAYAN,Member,INC,Woman
,,12.0,VAKERY,THANKAMMA (SHYJA),Member,SJ(D),Woman
,,13.0,KALLOORKUNNU,SINDHU RAVEENDRAN,Member,IUML,Woman
,,14.0,KOLERY,MINI PRAKASHAN,Member,INC,Woman
,,15.0,ATHIRATTUKUNNU,RUGMINI,Member,INC,ST Woman
,,16.0,KENICHIRA,MERSY DEVASIA,Member,INC,Woman
,,17.0,THAZHAMUNDA,PUSHPA VASU,Member,INC,Woman
,,18.0,NELLIKKARA,V R PUSHPAN,Member,INC,General
,,19.0,PULIYAMBATTA,K K VISWANATHAN MASTER,Vice President,INC,General
,,20.0,POOTHADI,MRUNALINI,President,INC,Woman
,,21.0,KOTTAVAYAL,CHEMBAKAPATTA KUMARAN,Member,SJ(D),ST
,,22.0,CHERUKUNNU,VINCENT,Member,INC,General
,,1.0,PULAMBUZHA,T I CHAKKO,Member,CPI(M),General
,,2.0,MANGATTUKARA,SANTHY MANI,Member,CPI(M),Woman
,,3.0,ANTHIKAD VADAKKU,JYOTHY RAMAN,Member,CPI(M),Woman
,,4.0,CHERIYANKULANGARA BAGAM,SHEEBA BABURAJ,Member,CPI,Woman
,,5.0,PANCHAYATH OFFICE BAGAM,CHANDRIKA RATHNAKARAN,Member,CPI,Woman
,,6.0,PANCHAYATH GROUND BAGAM,MANI SASI,President,CPI(M),SC Woman
,,7.0,PUTHENPEEDIKA EAST,MINI ANTO,Member,INC,Woman
,,8.0,PUTHENPEEDIKA WEST,ANTO E I,Member,INC,General
,,9.0,ANTHIKAD SOUTH,RANJITHKUMAR T P,Member,CPI,General
,,10.0,PADIYAM,MADHAVAN T K,Member,CPI,General
,,11.0,ANJANGADI,RADIKA MUKUNDHAN,Member,CPI,Woman
,,12.0,CHOORAKKODU,SAKUNTHALA MOHANDAS,Member,CPI(M),Woman
,,13.0,MUTTICHUR,DIVYANANDAN C K,Member,CPI,General
,,14.0,KOTTARAPPARAMBU,U H ANSAR,Vice President,CPI(M),General
,,15.0,KARAMAKKAL,N V VINOD,Member,CPI(M),SC Woman
,,1.0,ARCHAL,USHA KUMARI. S,Member,CPI(M),Woman
,,2.0,MANALIL,K. ANIMON,Member,CPI,General
,,3.0,ELAVARAMKUZHY,GEETHA VIJAYAN,Member,CPI,Woman
,,4.0,AYIRANALLOOR,K. SUNDARESAN,Member,INC,General
,,5.0,KETTUPLACHY,THRESIAMMA JOHN,Member,INC,Woman
,,6.0,VILAKKUPARA,SHIBU. S,Member,INC,SC
,,7.0,KINATTUMUKKU,VISALAKSHY. L,Vice President,CPI,Woman
,,8.0,AYLARA,V. K. SOMASEKHARAN PILLAI,President,CPI(M),General
,,9.0,PANTHADIMUKAL,ADV. P. R. BALACHANDRAN,Member,CPI,General
,,10.0,BHARATHEEPURAM,GEETHA HARIKUMAR,Member,CPI(M),Woman
,,11.0,PATHADY,A. DUNOOB,Member,IUML,General
,,12.0,KANJAVAYAL,VINEETHA VIJAYAN,Member,CPI(M),SC Woman
,,13.0,KARIMBINKONAM,ARDHRA. K. S,Member,CPI,Woman
,,14.0,YEROOR,S. SANTHOSH,Member,CPI,General
,,15.0,THRIKKOIKKAL,G. AJITH,Member,CPI,General
,,16.0,PANAYAM,P. SUSEELA,Member,INC,Woman
,,17.0,ALANCHERY,M. S. SREELEKHA,Member,INC,Woman
,,18.0,CHILLINGPLANT,SAJITHA JAYAKUMAR,Member,CPI(M),Woman
,,19.0,NETTAYAM,YEROOR SUBHASH,Member,INC,General
,,1.0,ARIKKAD,K.P.RADHA,Member,INC,SC Woman
,,2.0,POOLERI,JAYAPRAKASH,Member,CPI(M),General
,,3.0,PATTITHARA,C. KADEEJA,Member,INC,Woman
,,4.0,CHITTAPPURAM,SHAMNA M.T,Member,CPI(M),Woman
,,5.0,ALOOR,RADHIKA,Member,CPI,Woman
,,6.0,THANAKKAD,A.O.KOMALAVALLI,Member,INDEPENDENT,Woman
,,7.0,VENKARA,RAMADAS K,Member,IUML,SC
,,8.0,KASAMUKKU,PREMA,Member,CPI(M),Woman
,,9.0,KAKKATTIRI,SARADA C,Member,CPI(M),Woman
,,10.0,DHARMAGIRI,HARI .P.V,Member,INC,General
,,11.0,VATTENAD,V.P.SARASWATHI,Vice President,CPI(M),SC Woman
,,12.0,MALA,USHARAMANI,Member,CPI(M),Woman
,,13.0,KOTTAPPADAM,ABDUL MAJEED C.P,Member,INDEPENDENT,General
,,14.0,THALAKKASSERY,M.K.UNNIKRISHNAN,Member,CPI(M),General
,,15.0,THOZHUKKARA,SURENDRAN M,Member,INC,SC
,,16.0,ANGADI,DIVAKARAN P,Member,CPI(M),General
,,17.0,KOKKAD,C.P.RASSAC,President,CPI(M),General
,,18.0,OTHALOOR,MOHANAN A V,Member,CPI(M),General
,,1.0,PONNIYAM,VALSAN .C,Vice President,CPI(M),General
,,2.0,KATHIROOR,PUSHPALATHA K V,Member,CPI(M),Woman
,,3.0,MOKERI,VASANTHAKUMARI K P,President,CPI(M),Woman
,,4.0,VALLIYAYI,K. RAMESAN,Member,INC,General
,,5.0,PANOOR,K.SUHARA TEACHER,Member,CPI(M),Woman
,,6.0,ELLAMKODO,P.VIMALA TEACHER,Member,SJ(D),Woman
,,7.0,PERINGALAM,SEENA.K.P,Member,INC,Woman
,,8.0,KARIYAD,E.K.MANOJ,Member,CPI(M),General
,,9.0,PULIYANAMBRAM,P.K.RAMLA,Member,IUML,Woman
,,10.0,OLAVILAM,V.A.MUKUNDAN,Member,CPI(M),General
,,11.0,CHOKLI,MAHAROOF KELOTH,Member,CPI(M),General
,,12.0,PANNIYANOOR,KAMALA SREEDARAN,Member,CPI(M),Woman
,,13.0,CHAMBAD,SUJITH.K,Member,CPI(M),SC
,,1.0,KADUNGAMANGALAM,BIBIN.K.DIVAKARAN,Member,CPI(M),SC
,,2.0,PALLIMALA,SOBHANA VIJAYAN,Member,INC,Woman
,,3.0,AMBADIMALA,JOHNSON THOMAS,President,INC,General
,,4.0,CHOTTANIKKARA,K.KOCHANIYAN,Member,INC,General
,,5.0,THEKKINETH NIRAPPU,LATHA BHASI,Member,CPI(M),Woman
,,6.0,KIDANGAYAM,SIJU K K,Member,CPI(M),General
,,7.0,THALACODE,SINDHU ASHOKAN,Member,CPI(M),Woman
,,8.0,PALACE,ASSA KUMARI.N.K.,Member,INC,SC Woman
,,9.0,ERUVELI,ELIAS JOHN,Member,CPI(M),General
,,10.0,VATTUKKUNNU,RADHA UNNIKRISHNAN,Member,CPI(M),Woman
,,11.0,MANJAKKAD,RAMANI JANAKAN,Vice President,KC(J),Woman
,,12.0,KANICHIRA,VISWANADHAN,Member,INC,General
,,13.0,CHANDHAPPARAMBU,JIBIN JOHN,Member,KC(J),General
,,14.0,KUREEKKAD,VALSAMMA MATHEW,Member,INC,Woman
,,1.0,KOTTANKUDI,AMBIKA UNNIKRISHNAN,Member,INC,Woman
,,2.0,MALEKEEZHU,THANKAPPAN,Member,CPI(M),General
,,3.0,METHANAM,K.C KUTTAPPAN,Member,INC,General
,,4.0,EZHUMATTOOR,SUGATHAKUMARI K,President,INC,Woman
,,5.0,IRUMBUKUZHI,LEELAMMA,Member,INC,Woman
,,6.0,INDANADU,ANILKUMAR,Member,INDEPENDENT,General
,,7.0,IDACKADU,LEELAMMA NINAN,Member,INC,Woman
,,8.0,VALLIKKALA,JAYABABU,Member,INDEPENDENT,Woman
,,9.0,KOTTIYAMBALAM,SUMANGALA,Member,INDEPENDENT,Woman
,,10.0,THELLIYOOR,LEELAMMA ISSAC,Member,KC(M),Woman
,,11.0,PERMBRAKKADU,M . V VARGHESE,Vice President,KC(M),General
,,12.0,VALAKUZHY,THOMAS JOHN,Member,INC,General
,,13.0,SANTHIPURAM,THALAYAR GOPI,Member,INC,SC
,,14.0,VENGAZHA,SANTHOSH,Member,INDEPENDENT,General
,,1.0,THERUVINBHAGAM,PRABHAKARAN NAIR.R,Member,INC,General
,,2.0,VELLOOPPARA,S.KAMALUDEEN,Member,CPI,General
,,3.0,EDAKKODU,R.SANTHAMMA,Member,CPI,Woman
,,4.0,MADANNADA,M LALUKUMAR,Vice President,CPI,General
,,5.0,POONKODU,MANJU. L,Member,CPI(M),SC Woman
,,6.0,AKKONAM,SALEENA BEEVI.M,Member,KC(J),Woman
,,7.0,MANNAMPARAMPU,A.SHAJAHAN,Member,INC,General
,,8.0,KANNAMKODU,BINDU PRAKASH,Member,INC,Woman
,,9.0,CHADAYAMANGALAM,REMABHAI AMMA.B.L,President,CPI(M),Woman
,,10.0,KURIYODU,R.SREEKUMAR,Member,CPI,SC
,,11.0,VETTUVAZHY,S. SYAMALADEVI,Member,CPI(M),Woman
,,12.0,KALAYAM,DIVYA.I,Member,CPI,Woman
,,13.0,KALLIKKADU,SUDEVAN.K,Member,CPI(M),General
,,14.0,MOOLAMKODU,S.RAZI,Member,CPI,General
,,15.0,POREDOM,D.PREETHA,Member,CPI,Woman
,,1.0,PAINKULAM VADAKKUMURI,AMBIKA,Member,CPI(M),Woman
,,2.0,PAINKULAM CENTRE,K M GANGADHARAN,Member,CPI(M),General
,,3.0,PAINKULAM KIZHAKKUMURI,KRISHNAKUMARI,Member,INC,Woman
,,4.0,THOZHUPADAM CENTRE,MUHAMMAD ALIAS MUSTHAFA .P.M,Member,IUML,General
,,5.0,THOZHUPADAM THEKKUMURI,A.K.UNNIKRISHNAN,Member,CPI(M),General
,,6.0,KEEZHILLAM,K.C.SIVADASAN,Member,INC,General
,,7.0,KULAMBU,P.K.SURESHKUMAR,Member,CPI(M),General
,,8.0,KILLIMANGALAM PADINJATTUMURI,RAMADAS KARATH,Vice President,CPI,General
,,9.0,KILLIMANGALAM CENTRE,NIRMALA RAVIKUMAR,Member,CPI(M),Woman
,,10.0,UDHUVADY,MALATHY RAMACHANDRAN,Member,IUML,Woman
,,11.0,CHERANKONAM,P.M.AMEER,Member,IUML,General
,,12.0,PARAPPURAM,SHEEBA VIJAYAN,Member,CPI(M),Woman
,,13.0,SREEPUSHKARAM,BINDHU SURESH,President,CPI(M),Woman
,,14.0,PANJAL,SUBRAHMANIAN,Member,CPI,SC
,,15.0,DALAPATHY,SREELA PRASAD,Member,INC,SC Woman
,,16.0,PAINKULAM THEKKUMURI,MALATHI SADANANDHAN,Member,CPI(M),SC Woman
,,1.0,Arangadath,GANGADHARAN,Member,INC,General
,,2.0,Aanthatta,MANOJ N,Member,BJP,SC
,,3.0,Melur West,GEETHA K,Member,CPI(M),Woman
,,4.0,Melur East,RAJAN,Member,CPI(M),General
,,5.0,Elattery North,SAJINIVASANTHARAJ,Member,BJP,Woman
,,6.0,Elattery South,GOPI T.N,Member,INC,General
,,7.0,Cheliya Town,DAMODARAN NAIR,Member,INC,General
,,8.0,Cheliya East,PRANITHA T.K,Member,CPI(M),Woman
,,9.0,Cheliya South,CHANDRASEKHARAN,Member,INC,General
,,10.0,Kalopoyil,RAJANI,Member,CPI(M),Woman
,,11.0,Njanampoyil,SINDHU P,Member,CPI(M),Woman
,,12.0,Edakkulam Centre,ZEENATH MK,Member,IUML,Woman
,,13.0,Poilkave,SHYAMA P,Member,CPI(M),Woman
,,14.0,Mangadu,SHANI,President,INC,Woman
,,15.0,Kavaladu,SOFIYA,Member,IUML,Woman
,,16.0,Edakkulam West,BALAKRISHNAN,Member,INC,General
,,17.0,Madakkara,HAMEED V.M,Vice President,IUML,General
,,1.0,KALLALI,P LAKSHMI,Member,CPI(M),Woman
,,2.0,VARIKKULAM,KARTHIYAYANI K,Member,CPI(M),ST Woman
,,3.0,MARUTHADUKKAM,K MURALEEDHARAN,Member,CPI(M),General
,,4.0,KARAKKAD,A RADHA,Member,CPI(M),Woman
,,5.0,BEEMBUMGAL,P V SHEEJA,Member,CPI(M),Woman
,,6.0,CHEMBAKKAD,SUKUMARAN M,Member,CPI(M),General
,,7.0,KUNDUCHI,PUSHPA M,Member,CPI,Woman
,,8.0,BEDAKAM,SREELATHA M,Member,CPI(M),Woman
,,9.0,PERINGANAM,SANTHA M,Member,CPI(M),Woman
,,10.0,PULIKKODE,M ANANDHAN,Vice President,CPI(M),General
,,11.0,VAVADUKKAM,K BALAKRISHNAN,Member,CPI(M),General
,,12.0,MUNNAD,KARTHYAYANI C,President,CPI(M),Woman
,,13.0,AMBILADI,K V NARAYANAN,Member,CPI(M),General
,,14.0,THARAMTHATTA,K BALAKRISHNAN NAIR,Member,CPI(M),General
,,15.0,BEDIRA,SULOCHANA N,Member,CPI(M),Woman
,,16.0,KUNDAMKUZHY,VARADARAJ T,Member,CPI(M),General
,,17.0,PERLADUKKAM,K BALAKRISHNAN,Member,CPI(M),ST
,,1.0,KARIMKULAM,GEETHA.K,Vice President,CPI(M),Woman
,,2.0,THOOTTIPPADAM,K.SIVARAMAN,President,CPI(M),General
,,3.0,VADEKKEMURI,BINDU K K,Member,CPI(M),SC Woman
,,4.0,VATTEKKAD,T N KANNANKUTTY,Member,CPI(M),General
,,5.0,MANNATHUPARA,K R PADMAKUMAR,Member,INC,General
,,6.0,MANJAPARA,R SARITHA,Member,CPI(M),Woman
,,7.0,PANANGATTIRI,USHADEVI R,Member,INC,Woman
,,8.0,MOOCHIKKAL,K N VELAYUDHAN,Member,INC,General
,,9.0,KIZHAKKUMURI,K.SUJATHA,Member,CPI(M),Woman
,,10.0,PERUNGOTTOKAVU,V MADHAVAN,Member,CPI(M),SC
,,11.0,PARASSERI,KUTTIKRISHNAN K,Member,CPI(M),General
,,12.0,KOTTAYANKADU,V CHANDRAN,Member,INC,General
,,13.0,MOZHAPPARA,SUPRIYA C,Member,CPI(M),SC Woman
,,14.0,PADINJAMURI,VANAJAMOHANAN,Member,INC,Woman
,,1.0,KALATHOOR,BINCY CYRIAC,Member,KC(M),Woman
,,2.0,VEMPALLY,JOHNY CHATHENCHIRA (MANI),Member,INDEPENDENT,General
,,3.0,KARIMPUMKALA,SAMKUMAR V,Member,INC,General
,,4.0,VATTUKULAM,USHA KUMARI,Member,CPI(M),Woman
,,5.0,KADAPPOOR,SURESH,Member,CPI(M),General
,,6.0,MUTHIRAKKALA,SUMA RAJAN,Member,CPI(M),Woman
,,7.0,RATNAGIRI,JANCY THOMAS,Member,KC(M),Woman
,,8.0,PATTITHANAM,REJI JOSEPH,President,INC,Woman
,,9.0,KALARIPPADI,DEEPU,Member,KC(M),SC
,,10.0,KANAKKARY,SEENA SAJI,Member,KC(M),Woman
,,11.0,CHATHAMALA,ARAVINNDAKSHAN NAIR,Member,NCP,General
,,12.0,VEDAGIRI,ANICE THOMAS,Member,KC(M),Woman
,,13.0,KURUMULLOOR,SIBY BINU,Member,CPI(M),Woman
,,14.0,KALLAMPARA,MURALI VENGATHU,Vice President,INDEPENDENT,General
,,15.0,NAMBIAKULAM,JOSEPH MATHAI ( A.M JOSEPH ),Member,Con(S),General
,,1.0,ULIYANTHARA,K.P SASIDHARAN SITHARA,Member,INC,General
,,2.0,KODUKULANJI KARODE,SUMA P.K.,Member,INC,SC Woman
,,3.0,PARACHANTHA,AJITHA MOHAN,Member,INC,Woman
,,4.0,CHANGAMALA,ADV.SAJEEV K.A,Member,CPI(M),General
,,5.0,ELLATHUMELPURAM,SUSAN,Member,CPI(M),Woman
,,6.0,PUNTHALATHAZHAM,AJITHA P.C.,President,CPI(M),General
,,7.0,POIKA,BABU B,Vice President,CPI(M),General
,,8.0,KAKKADA,BEENA,Member,CPI(M),Woman
,,9.0,PUNTHALATHEKKU,ADV.SYLAJA. G,Member,INC,SC Woman
,,10.0,VENMONY ERAM,MARIAMMA CHERIAN,Member,INDEPENDENT,Woman
,,11.0,PULAKKADAVU,DIVAKARAN T.C,Member,KC(M),SC
,,12.0,VENMONY KIZHAKKUMMURI,SHAJI D,Member,CPI(M),General
,,13.0,PADINJATTAM MURI,ANIL GEORGE,Member,CPI(M),General
,,14.0,VARAMPOOR,SARASAMMA J,Member,CPI(M),Woman
,,15.0,VENMONY THAZHAM,KRISHNA PILLAI N,Member,BJP,General
,,1.0,RAMANTHIRUTHI,SHEEJA SURESH,Member,INC,Woman
,,2.0,EDAPPATTA,DHANYA P K,Member,CPI(M),Woman
,,3.0,PULLANIKKAD,HARIDASAN,Member,CPI(M),SC
,,4.0,EPPIKKAD,FATHIMA C,Member,IUML,Woman
,,5.0,AMBAZHAPARAMBU,C MUHAMMED BABU,Member,IUML,General
,,6.0,PUNNAKKALCHOLA,CHITHRA PRABHAKARAN,Vice President,INC,Woman
,,7.0,PULIYAKKODE,MANNIL HUSSAIN,Member,INDEPENDENT,General
,,8.0,MOONADI,K KABEER MASTER,Member,INC,General
,,9.0,ANJILANGADI,VALIYATIL SAFIYA,Member,IUML,Woman
,,10.0,CHERIPARAMPU,SARITHA P,Member,INC,Woman
,,11.0,VELLIYANCHERI,T.P PATHUMMA,Member,IUML,Woman
,,12.0,PULLUPARAMPU,GEORGE MATHEW,President,INC,General
,,13.0,PATHIRIKODE,P M RAJESH,Member,INC,General
,,14.0,KOMBAMKALLU,N.P. MUHAMMED ALI,Member,CPI(M),General
,,15.0,PEZHUMTHARA,SALEENA C H,Member,IUML,Woman
,,1.0,NADUVALLUR,ANILKUMAR. K.P.,Member,INC,General
,,2.0,THEERTHANKARA,NASEER . V,Member,INC,General
,,3.0,RAMALLUR,SHEEBA P.K.,Member,CPI(M),Woman
,,4.0,AROLIPPOYIL,SAJITHA,Member,INC,Woman
,,5.0,KAYALADU,RAMANI.P.K,Vice President,SJ(D),Woman
,,6.0,KUTTAMBOOR,AJITHAKUMARI T.K,Member,INC,SC Woman
,,7.0,KAKKUNNAMCHALIL,MOHANAN K,President,INC,General
,,8.0,PUNNASSERY,SAROJINI.M.M,Member,SJ(D),Woman
,,9.0,KANDOTHUPARA,SANTHOSH M.K,Member,CPI(M),General
,,10.0,PUNNURCHERUPALAM,KRISHNAN,Member,INC,General
,,11.0,ALAYADU,PREMALATHA.K.K,Member,INC,Woman
,,12.0,KAKKUR,PURUSHU KAKKUR,Member,CPI(M),SC
,,13.0,NELLIKKUNNU,KRISHNADAS.M,Member,BJP,General
,,14.0,EENTHADU,SHEEBA . P,Member,CPI(M),Woman
,,15.0,PAVANDOOR,BEENABAI,Member,CPI(M),Woman
,,1.0,KOLLADA,JAMEELA KOLAYATH,Member,INC,Woman
,,2.0,CHERUPUZHA,VIJESH PALLIKKARA,Member,INC,ST
,,3.0,KOLUVALLI,USHA MURALI,Member,INC,Woman
,,4.0,CHUNDA,LATHA RAVI,Member,CPI(M),Woman
,,5.0,PULINGOME,BABY KALATHIL,Member,INC,General
,,6.0,EDAVARAMBA,MATHEW KARITHANKAL,Member,KC(M),General
,,7.0,KARIYIKKARA,SHYAMALA SOMAN,Vice President,KC(M),Woman
,,8.0,RAJAGIRI,ROSHY JOSE,President,INC,General
,,9.0,JOSEGIRI,SHERLY MATHEW,Member,INC,Woman
,,10.0,KOZHICHAL,JOYIS PUTHENPURA,Member,KC(M),General
,,11.0,CHATTIVAYAL,SUNITHA. K. P,Member,CPI(M),Woman
,,12.0,MARUTHAMPAADI,T.K. KURIAN,Member,INC,General
,,13.0,THIRUMENI,SATHEESAN KARTHIKAPALLIL,Member,INC,General
,,14.0,EYYANKALLU,V BHARGAVI,Member,CPI(M),Woman
,,15.0,PRAPOYIL,K. RAJAN,Member,CPI(M),General
